"image","xmin","ymin","xmax","ymax","label"
"combustible-sunlight-150-45-e.jpg",2878.12987012987,1387.6363636363635,4161.038961038961,3123.116883116883,"Combustible"
"combustible-sunlight-150-negative-30-a.jpg",1890.7012987012986,1137.038961038961,3121.246753246753,2528.4155844155844,"Combustible"
"combustible-sunlight-150-negative-30-b.jpg",1146.3896103896104,508.67532467532465,2354.493506493506,1926.2337662337661,"Combustible"
"combustible-sunlight-150-negative-30-c.jpg",2762.181818181818,482.49350649350646,3981.5064935064934,1922.4935064935064,"Combustible"
"combustible-sunlight-150-negative-30-d.jpg",1052.8831168831168,1548.4675324675325,2298.3896103896104,2954.805194805195,"Combustible"
"combustible-sunlight-150-negative-30-e.jpg",2747.220779220779,1548.4675324675325,4015.1688311688313,3014.6493506493507,"Combustible"
"combustible-sunlight-150-negative-45-a.jpg",2126.337662337662,1185.6623376623377,2952.9350649350645,2386.285714285714,"Combustible"
"combustible-sunlight-150-negative-45-b.jpg",1352.103896103896,587.2207792207793,2178.7012987012986,1825.246753246753,"Combustible"
"combustible-sunlight-150-negative-45-c.jpg",2952.935064935065,523.6363636363636,3798.2337662337663,1791.5844155844156,"Combustible"
"combustible-sunlight-150-negative-45-d.jpg",1251.1168831168832,1720.5194805194806,2107.6363636363635,2980.9870129870133,"Combustible"
"combustible-sunlight-150-negative-45-e.jpg",2990.337662337662,1656.935064935065,3831.896103896104,2928.6233766233763,"Combustible"
"combustible-wood-150-0-a.jpg",1920.6233766233765,1065.974025974026,3267.116883116883,2404.9870129870133,"Combustible"
"combustible-wood-150-0-b.jpg",1131.4285714285713,471.27272727272725,2433.038961038961,1825.246753246753,"Combustible"
"combustible-wood-150-0-c.jpg",2683.6363636363635,605.922077922078,4030.12987012987,1937.4545454545455,"Combustible"
"combustible-wood-150-0-d.jpg",1138.909090909091,1660.6753246753246,2466.7012987012986,3007.1688311688313,"Combustible"
"combustible-wood-150-0-e.jpg",2623.7922077922076,1544.7272727272727,3981.5064935064934,2887.4805194805194,"Combustible"
"combustible-wood-150-30-a.jpg",1913.142857142857,1129.5584415584415,3068.8831168831166,2393.7662337662337,"Combustible"
"combustible-wood-150-30-b.jpg",1243.6363636363635,706.9090909090909,2391.896103896104,1948.6753246753246,"Combustible"
"combustible-wood-150-30-c.jpg",2881.87012987013,639.5844155844155,4060.051948051948,1952.4155844155844,"Combustible"
"combustible-wood-150-30-d.jpg",817.2467532467532,1784.103896103896,1995.4285714285716,3037.090909090909,"Combustible"
"combustible-wood-150-30-e.jpg",3001.5584415584417,1664.4155844155844,4179.74025974026,2939.8441558441555,"Combustible"
"combustible-wood-150-45-a.jpg",2145.038961038961,979.9480519480519,3121.2467532467535,2292.779220779221,"Combustible"
"combustible-wood-150-45-b.jpg",2919.272727272727,564.7792207792207,3921.6623376623374,1885.090909090909,"Combustible"
"combustible-wood-150-45-c.jpg",1531.6363636363635,1627.012987012987,2511.584415584415,2921.142857142857,"Combustible"
"combustible-wood-150-45-d.jpg",2979.116883116883,1241.7662337662337,3947.8441558441555,2550.8571428571427,"Combustible"
"combustible-wood-150-45-e.jpg",1363.3246753246754,407.68831168831167,2474.181818181818,1769.142857142857,"Combustible"
"combustible-wood-150-negative-30-a.jpg",1999.168831168831,1077.1948051948052,3143.688311688312,2330.181818181818,"Combustible"
"combustible-wood-150-negative-30-b.jpg",1142.6493506493507,460.05194805194805,2305.87012987013,1735.4805194805194,"Combustible"
"combustible-wood-150-negative-30-c.jpg",2863.1688311688313,489.97402597402595,4045.090909090909,1784.1038961038962,"Combustible"
"combustible-wood-150-negative-30-d.jpg",1168.8311688311687,1544.7272727272727,2395.6363636363635,2835.1168831168834,"Combustible"
"combustible-wood-150-negative-30-e.jpg",2833.246753246753,1664.4155844155844,4003.9480519480517,2932.363636363636,"Combustible"
"combustible-wood-150-negative-45-a.jpg",1886.9610389610389,897.6623376623377,3087.584415584415,2360.1038961038957,"Combustible"
"combustible-wood-150-negative-45-b.jpg",1172.5714285714284,437.6103896103896,2373.1948051948048,1907.5324675324675,"Combustible"
"combustible-wood-150-negative-45-c.jpg",2743.4805194805194,561.038961038961,3925.402597402597,1986.0779220779218,"Combustible"
"combustible-wood-150-negative-45-d.jpg",1011.7402597402597,1559.6883116883116,2197.402597402597,2984.7272727272725,"Combustible"
"combustible-wood-150-negative-45-e.jpg",2870.6493506493507,1413.8181818181818,4075.0129870129867,2883.7402597402597,"Combustible"
